,username,tweet,retweet,Estado,Partido,Sentiment Analysis,isFavorable,time,NOME,Id_politico
30,celiomourato,PT aprova resolução sobre a Reforma da Previdência  https://t.co/M2BGzyF3eJ,False,Tocantins,PT,-1,-1,2019-03-22 16:42:23,CELIO MOURA,508
31,celiomourato,"Vamos derrubar essa famigerada proposta de Reforma da Previdência de Bolsonaro, viva os poderes do povo! Todos juntos somos fortes!  #ReformadaPrevidenciaNão  #defesadostrabalhadores  #LutePelaSuaAposentadoria  https://t.co/NzYFeLWfIc",False,Tocantins,PT,-1,-1,2019-03-22 11:27:50,CELIO MOURA,508
32,celiomourato,"[ Agora no Ato em Palmas ] Todos juntos somos fortes! Vamos derrubar essa famigerada proposta de Reforma da Previdência de Bolsonaro, viva os poderes do povo!  #LutePelaSuaAposentadoria  https://t.co/0wZnipGHmi",False,Tocantins,PT,-1,-1,2019-03-22 11:06:30,CELIO MOURA,508
33,celiomourato,Hoje é dia de resistência contra a reforma da previdência.   #ReajaAgora   #LutePelaSuaAposentadoria  https://t.co/QlgAraoRK2,False,Tocantins,PT,-1,-1,2019-03-22 10:32:23,CELIO MOURA,508
34,celiomourato,CONVITE GERAL  22 de março | DIA NACIONAL DE LUTA EM DEFESA DA PREVIDÊNCIA! Todas e todos nessa luta pelo Direito de se aposentar!  #NenhumDireitoAMenos #ContraAReformaDaPrevidência #ReformaDaPrevidência #DiaNacionalDeLuta  https://t.co/wvAlhU40E5,False,Tocantins,PT,-1,-1,2019-03-21 09:47:23,CELIO MOURA,508
35,celiomourato,"#AoVivo - Bolsonaro humilha imigrantes brasileiros nos EUA,Reforma da Previdência é crime com o trabalhador  https://t.co/kTWD5z2qiM",False,Tocantins,PT,-1,-1,2019-03-19 11:06:56,CELIO MOURA,508
36,celiomourato,"[No Sindicato dos Trabalhadores em Educação no Estado do Tocantins -SINTET, em Palmas] Plenária das Centrais Sindicais contra a Reforma da Previdência de Bolsonaro, que tira de quem trabalha a vida inteira, para manter os privilégios dos mais ricos. #mandatopopular Foto: Núbia M.  https://t.co/wj0Ebgu9Uq",False,Tocantins,PT,-1,-1,2019-03-11 17:15:20,CELIO MOURA,508
37,celiomourato,"A Reforma da Previdência de Bolsonaro-Guedes é prejudicial ao povo trabalhador mais necessitado e, especialmente, cruel com as mulheres, trabalhadores do campo e idosos.  Essa Reforma NÃO!  #nenhumdireitoamenos #ReformaDaPrevidenciaNAO  https://t.co/gVXIc5MJnm",False,Tocantins,PT,-1,-1,2019-02-25 11:18:29,CELIO MOURA,508
38,celiomourato,"A #ReformadaPrevidência de #Bolsonaro-Guedes é prejudicial ao povo trabalhador mais necessitado e, especialmente, cruel com as mulheres, trabalhadores do campo e idosos. Essa Reforma NÃO! #nenhumdireitoamenos",False,Tocantins,PT,-1,-1,2019-02-25 10:14:42,CELIO MOURA,508
39,celiomourato,"CONTRA A REFORMA DA PREVIDÊNCIA  ""Não permitiremos retrocessos nos direitos dos trabalhadores e dos aposentados"" Vamos junt@s!  #PT_TO #juntospordireitos #ninguemsoltaamaodeninguem  https://t.co/NhqDmXw2VK",False,Tocantins,PT,-1,-1,2019-02-19 13:52:03,CELIO MOURA,508
40,valdevannoventa,"Entenda porque votei contra à Reforma da Previdência, que tira direitos dos trabalhadores nas diversas áreas. Foi retirado direitos dos mais pobres e manteve privilégios de uma minoria já privilegiada: as elites...  https://t.co/kpRARortd6",False,Sergipe,PSC,-1,-1,2019-07-13 09:32:23,VALDEVAN NOVENTA,506
41,valdevannoventa,Ministro da Economia debate reforma da Previdência na CCJC  https://t.co/26gLw5LDmn,False,Sergipe,PSC,-1,-1,2019-04-03 16:45:03,VALDEVAN NOVENTA,506
42,valdevannoventa,MANIFESTAÇÃO CONTRA A REFORMA DA PREVIDÊNCIA!   Jamais assistiria de braços cruzados a mais um ataque aos...  https://t.co/Zs6X2egD1O,False,Sergipe,PSC,-1,-1,2018-02-19 20:31:22,VALDEVAN NOVENTA,506
43,valdevannoventa,MANIFESTAÇÃO NA AVENIDA PAULISTA CONTRA A REFORMA DA PREVIDÊNCIA!   Jamais assistiria de braços cruzados a mais...  https://t.co/GLZjwuw9GX,False,Sergipe,PSC,-1,-1,2018-02-19 20:26:19,VALDEVAN NOVENTA,506
44,valdevannoventa,"MANIFESTAÇÃO CONTRA A REFORMA DA PREVIDÊNCIA!   Com a participação de motoristas e cobradores, uma grande...  https://t.co/Vgg9Kd10lR",False,Sergipe,PSC,-1,-1,2018-02-16 18:40:50,VALDEVAN NOVENTA,506
45,valdevannoventa,"MANIFESTAÇÃO CONTRA A REFORMA DA PREVIDÊNCIA!   Com a participação de motoristas e cobradores, uma grande...  https://t.co/Jh63AH4liH",False,Sergipe,PSC,-1,-1,2018-02-16 18:39:01,VALDEVAN NOVENTA,506
46,laerciofederal,"Em reunião hoje para discutir a reforma da Previdência, concedi entrevista coletiva para a imprensa para tratar do assunto. Ouça o áudio:  https://t.co/ApF2sZW1QF",False,Sergipe,PP,0,0,2019-05-06 16:31:08,LAERCIO OLIVEIRA,505
47,laerciofederal,Qual a sua opinião sobre a reforma da previdência para profissionais de segurança pública? Veja o vídeo e entenda:  https://t.co/QNbmkhovny,False,Sergipe,PP,0,0,2019-05-06 15:21:27,LAERCIO OLIVEIRA,505
48,laerciofederal,Laércio participa de debate com Profissionais de segurança pública sobre mudanças na Reforma da Previdência  https://t.co/ugiuoJ9bRp,False,Sergipe,PP,-1,-1,2019-05-06 13:06:16,LAERCIO OLIVEIRA,505
49,laerciofederal,"Hoje tive a oportunidade de receber em meu estado a líder do Congresso, deputada federal Joice Hasselmann, que começou por Sergipe a “Caravana da Independência” para apresentar a Reforma da Previdência....  https://t.co/TajTPS5UVd",False,Sergipe,PP,1,1,2019-03-15 23:23:25,LAERCIO OLIVEIRA,505
50,gustinhoribeiro,"Em função disso, aprovamos alguns destaques alterando o texto, com o objetivo de garantir um melhor bem-estar a essas categorias, promovendo, assim, um maior equilíbrio social.  #reformadaprevidencia #destaques #brasil #previdenciasocial #deputadofederal #gustinhoribeiro",False,Sergipe,SD,1,1,2019-07-13 15:33:08,GUSTINHO RIBEIRO,503
53,gustinhoribeiro,Nosso posicionamento sobre a Reforma da Previdência. #reformadaprevidencia  https://t.co/0il7SkMmwg,False,Sergipe,SD,0,0,2019-04-13 10:36:10,GUSTINHO RIBEIRO,503
54,gustinhoribeiro,"Dep. Zezinho Guimarães e prefeito de Laranjeiras, Paulo Hagenback, dialogando conosco sobre recursos para o município laranjeirense, emenda de bancada, Reforma da Previdência e o Canal de Xingó, para levar a água do Rio São Francisco para regiões de seca prolongada em Sergipe.  https://t.co/OTZ0nXlliK",False,Sergipe,SD,0,0,2019-04-09 19:46:43,GUSTINHO RIBEIRO,503
55,gustinhoribeiro,Esses ataques de pessoas próximas ao presidente @jairbolsonaro a @RodrigoMaia não ajudam no diálogo sintonizado sobre a proposta da previdência. Rodrigo é um dos principais defensores e líderes na articulação da reforma. Quem tá ao lado do presidente precisa agir com bom senso.》,False,Sergipe,SD,1,1,2019-03-22 16:12:47,GUSTINHO RIBEIRO,503
56,fabioreis1515,"1/1 Embora a Câmara deva dar atenção aos grandes temas como a reforma da Previdência, o pacote anticrime, a nova lei de recuperação judicial e a Lei de Diretrizes Orçamentárias, o Brasil precisa priorizar uma agenda mais básica que resolva os problemas imediatos da população.",False,Sergipe,MDB,1,1,2019-08-15 17:57:41,FABIO REIS,502
57,fabioreis1515,"1/1 Estou reunindo esforços para a aprovação de medidas que beneficiem os professores no texto-base da reforma da Previdência. O destaque, que será votada em alguns minutos, reduz a idade e o tempo de contribuição da categoria em cinco anos.",False,Sergipe,MDB,1,1,2019-07-12 15:15:58,FABIO REIS,502
59,depfmitidieri,"Na próxima segunda-feira, dia 15 de julho, o dia vai começar cedo, a partir das 6h da manhã, com duas entrevistas muito importantes nas rádios @redefanfm e @radiojornaloficial. O papo será para esclarecer os pontos do assunto que mais está em pauta: a Reforma da Previdência.  https://t.co/oB7RXupbGK",False,Sergipe,PSD,0,0,2019-07-13 11:32:22,FABIO MITIDIERI,501
60,depfmitidieri,"Invadimos a madrugada para aprovar destaques à reforma da previdência. Um deles foi sobre as regras de policiais e agentes prisionais, que foi aprovado e reduziu a idade mínima da categoria. Defendo a classe e fico feliz em ver que a emenda foi aprovada ainda hoje.  https://t.co/0jyOw3ZPPV",False,Sergipe,PSD,1,1,2019-07-12 02:00:25,FABIO MITIDIERI,501
61,depfmitidieri,Agora é lutar para combater ainda mais as desigualdades nos destaques. Vamos proteger os que mais precisam para que a conta não caia toda nas costas da parcela mais pobre da população. #ReformaDaPrevidência,False,Sergipe,PSD,1,1,2019-07-10 19:59:44,FABIO MITIDIERI,501
62,depfmitidieri,A reforma da previdência é um remédio amargo para um problema crônico. Ou aprovamos ou não poderemos garantir a previdência dos nossos filhos!  https://t.co/8l3AvdWvcp,False,Sergipe,PSD,1,1,2019-07-10 18:46:45,FABIO MITIDIERI,501
63,depfmitidieri,"Hoje pela manhã participei de um debate muito produtivo, no @tjsergipe, com juízes e desembargadores sobre a Reforma da Previdência. Tive a oportunidade, junto com os colegas @Sen_Alessandro, @BoscoCosta_SE, @FabioHenriqueSE e magistrados, de ouvir as demandas da categoria.  https://t.co/mhrQzhaMhG",False,Sergipe,PSD,0,0,2019-06-17 10:58:16,FABIO MITIDIERI,501
64,depfmitidieri,"Excelente matéria do amigo Josailto Lima, para o JL Política, onde falo sobre a diferença entre a reforma da previdência e o ataque à seguridade social:  https://t.co/6KUC25gEk6  Agradeço o espaço! 👍🏻",False,Sergipe,PSD,-1,-1,2019-05-21 10:41:09,FABIO MITIDIERI,501
65,depfmitidieri,"Hoje a entrevista com o amigo Narciso Machado, na @RedeFanFM foi muito boa! Por lá coloquei o papo em dia sobre meu mandato, reforma da previdência, cortes na Educação e muito mais.  Pra conferir na íntegra, acesse o “ao vivo” dos stories, lá no Instagram:  https://t.co/KY9RpcaOYg  https://t.co/wy0YISp22I",False,Sergipe,PSD,-1,-1,2019-05-13 09:26:30,FABIO MITIDIERI,501
66,depfmitidieri,"Disse não à Reforma Trabalhista, digo não agora a essa da Previdência enviada pelo governo por entender que não são boas para o trabalhador. E assim continuarei, como todas as minhas energias, defendendo os direitos dos trabalhadores dos país, (...)",False,Sergipe,PSD,-1,-1,2019-05-01 07:49:52,FABIO MITIDIERI,501
67,depfmitidieri,"Um gráfico interessante é que da despesa da previdência, 44%  está concentrada na camada mais alta da sociedade e apenas 2% na camada mais pobre. E porque então querem mexer com BPC, Rural, Abono Salarial... que é destinado aos mais pobres? Quero uma reforma justa!",False,Sergipe,PSD,1,1,2019-04-24 12:22:37,FABIO MITIDIERI,501
68,depfmitidieri,"Estou na Comissão de Finanças e Tributação participando de audiência pública sobre a reforma da previdência. Duas coisas estão claras: Precisamos da reforma e esse texto proposto pelo governo, não passa! Tem que colocar quem ganha mais pra pagar a conta, inclusive nós políticos!",False,Sergipe,PSD,0,0,2019-04-24 12:06:41,FABIO MITIDIERI,501
69,depfmitidieri,"Em meio a tanta agitação em Brasília com a Reforma da Previdência, falei um pouco sobre o cenário político sergipano ao Correio de Sergipe. A entrevista foi publicada na última sexta-feira, 19 de abril.  https://t.co/UnMcVWktQ9",False,Sergipe,PSD,0,0,2019-04-24 09:52:24,FABIO MITIDIERI,501
70,depfmitidieri,A reforma tem que ser para todos! #ReformaDaPrevidencia  https://t.co/HhnQrEOUJc,False,Sergipe,PSD,1,1,2019-04-23 21:16:35,FABIO MITIDIERI,501
75,depfmitidieri,"Atacar o pres. @RodrigoMaia , além de covardia, é jogar fora a única esperança de aprovar a reforma da previdência. Rodrigo tem se dedicado à reforma não é de agora e empenhou seu capital político por acreditar na mesma Sem seu apoio, nesse governo desarticulado como é, esqueçam!",False,Sergipe,PSD,1,1,2019-03-22 18:51:44,FABIO MITIDIERI,501
76,depfmitidieri,Os trabalhadores não podem sair prejudicados. Vou defender isso sempre. #ReformaDaPrevidencia,False,Sergipe,PSD,-1,-1,2019-03-11 10:56:05,FABIO MITIDIERI,501
77,depfmitidieri,Reforma da Previdência em debate aqui na @cmaracaju. Obrigado pelo convite vereadores Isac Oliveira e Américo de Deus. Espero contribuir e fazer coro às discussões sobre o tema. #ReformaDaPrevidência  https://t.co/bld2bH52c6,False,Sergipe,PSD,0,0,2019-03-11 09:47:24,FABIO MITIDIERI,501
78,depfmitidieri,"Segunda-feira, dia 11, estarei na Câmara Municipal de Aracaju conversando com os vereados e população aracajuana sobre a Reforma da Previdência! Conto com a presença de todos!  https://t.co/urz1amBznb",False,Sergipe,PSD,0,0,2019-03-11 08:20:43,FABIO MITIDIERI,501
79,depfmitidieri,"@Gabriel_Gomes30 Meu amigo, eleição acabou e todos sabemos quem venceu. Agora é hora de trabalhar e faz parte do meu trabalho ouvir a sociedade. A reforma proposta tem pontos importante e outros que não concordo. Mas uma coisa está clara, precisamos de uma reforma da previdência pra ontem.",False,Sergipe,PSD,1,1,2019-03-08 19:26:06,FABIO MITIDIERI,501
81,depfmitidieri,"Recebi algumas críticas de militares por meu posicionamento quanto a reforma da previdência.  Tenho o maior respeito pela família militar e sempre demonstrei isso no meu mandato, mas entendo que a reforma deve ser universal.",False,Sergipe,PSD,1,1,2019-01-12 21:22:23,FABIO MITIDIERI,501
82,depfmitidieri,"Se o governo fizer concessões, a reforma da previdência vai pro brejo.  #pratodosoupraninguem",False,Sergipe,PSD,-1,-1,2019-01-11 16:46:04,FABIO MITIDIERI,501
83,depfmitidieri,"Não existe a menor possibilidade de eu votar uma reforma da previdência que não seja pra todos. Se excluir militares e/ou qualquer outra categoria, voto contra. Essa bomba não pode estourar só no lado mais fraco.",False,Sergipe,PSD,-1,-1,2019-01-11 16:43:05,FABIO MITIDIERI,501
84,depfmitidieri,"A reforma da Previdência é necessária, mas tem que ser feita junto à sociedade, sem que sejam abertas as brechas e exceções que o Governo Temer promoveu. Não adianta botar o cidadão mais pobre pra pagar a conta e gerar um prejuízo maior. #MitidieriNaXodoFM",False,Sergipe,PSD,1,1,2018-08-17 12:44:47,FABIO MITIDIERI,501
85,depfmitidieri,"Não tenho histórico de faltas e com certeza votaria a favor da intervenção, mesmo acreditando que a intenção do governo federal não era a segurança pública mas sim desviar o foco da eminente derrota na votação da reforma da previdência.",False,Sergipe,PSD,1,1,2018-02-19 22:54:32,FABIO MITIDIERI,501
87,fabiohenriquese,"Para minha alegria, o líder do PDT dep. André Fiqueredo, acaba de informar em reunião da bancada que o Dep. Fábio Henrique será indicado para compor a mais importante comissão especial da Câmara. Vamos fazer parte da comissão especial que vai analisar a reforma da previdência.  https://t.co/gSXLkSjdOH",False,Sergipe,PDT,0,0,2019-03-26 18:23:24,FABIO HENRIQUE,500
88,fabiohenriquese,"Em convenção nacional realizada agora em Brasília o nosso partido PDT, por maioria absoluta dos seus membros, acaba de aprovar o fechamento de questão contra a Reforma da Previdência proposta pelo governo federal.  https://t.co/sAqCbLCA4X",False,Sergipe,PDT,-1,-1,2019-03-18 11:29:08,FABIO HENRIQUE,500
89,fabiohenriquese,"Em uma análise ainda preliminar, temos discordâncias com a reforma da previdência encaminhado por Bolsonaro. Entendo que prejudica os professores, penaliza os trabalhadores rurais e chega a ser cruel com idosos de baixa renda. Não votarei em nada que penalize os pequenos.",False,Sergipe,PDT,-1,-1,2019-02-21 14:53:09,FABIO HENRIQUE,500
90,fabiohenriquese,"Sou candidato a deputado federal para defender a classe trabalhadora. Para lutar contra a Reforma da Previdência, garantindo que os trabalhadores possam se aposentar, através de uma Previdência forte.  https://t.co/mA9hXT5jao",False,Sergipe,PDT,-1,-1,2018-08-24 09:15:15,FABIO HENRIQUE,500
91,boscocosta_se,"Ao site JL Política, agradeço o espaço para falar, francamente, sobre a Reforma da Previdência.  No link abaixo, a matéria na íntegra. Boa leitura a todos! 👇  https://t.co/lzAzLSRjgE #deputadofederal #boscocosta #reformadaprevidencia #porsergipe #pelobrasil #jlpolitica",False,Sergipe,PR,1,1,2019-07-11 10:12:57,BOSCO COSTA,499
92,viniciuspoit,"Isso faz com que o rombo só cresça descontroladamente🚨  Por isso a Reforma da Previdência aprovada no Congresso em 2019 colocou a maioria dos servidores públicos sujeitos ao teto do INSS, assim como todo trabalhador da iniciativa privada, para equilibrar as contas 🙌🏼  E aí?  ➡️",False,São Paulo,NOVO,-1,-1,2020-11-19 12:29:12,VINICIUS POIT,497
93,viniciuspoit,A previdência do setor público foi um dos principais pontos de discussão da Reforma da Previdência aprovada em 2019 🙌🏼  Isso por causa das diferenças entre o INSS (previdência dos trabalhadores comuns) e os regimes próprios de previdência do funcionalismo ⚠️  Qual o problema?  ➡️,False,São Paulo,NOVO,1,1,2020-11-19 12:29:11,VINICIUS POIT,497
94,viniciuspoit,"A REFORMA DA PREVIDÊNCIA completou 1 ano. 🇧🇷 A economia que ela gerou SUPEROU AS EXPECTATIVAS, mas ainda faltam a reforma Tributária, a Administrativa e o FIM dos Supersalários.   Precisamos retomar as discussões e colocar em votação! 📢 O BRASIL NÃO TEM TEMPO! ⏰",False,São Paulo,NOVO,1,1,2020-11-16 17:20:42,VINICIUS POIT,497
95,viniciuspoit,"@pfnery SEXTOU com força, hein? Que fase...   Deu até saudade de quando desmentíamos as fake news dessa senhora sobre a Reforma da Previdência. Turma que acredita que é só cobrar os grandes devedores 😅",False,São Paulo,NOVO,1,1,2020-03-06 17:54:45,VINICIUS POIT,497
96,viniciuspoit,"O que esses “manifestantes” estão fazendo na Assembleia Legislativa de São Paulo é absurdo.  Depredação de patrimônio público e agressão não combinam com manifestação, muito menos com o diálogo que defendemos tanto.   A Reforma da Previdência Estadual foi APROVADA!  https://t.co/q2NJZmdGbc",False,São Paulo,NOVO,-1,-1,2020-03-03 12:31:15,VINICIUS POIT,497
97,viniciuspoit,"O FMI divulgou relatório com AUMENTO da expectativa de CRESCIMENTO do Brasil, muito por causa da Reforma da Previdência.   Mas não é por isso que a gente pode parar com as reformas. Agora, precisamos dar FOCO nas Reformas ADMINISTRATIVA e TRIBUTÁRIA pro Brasil crescer ainda mais!",False,São Paulo,NOVO,1,1,2020-01-20 17:31:55,VINICIUS POIT,497
